Gender,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Segmentation
Female,57,Yes,Artist,7.0,Average,3.0,C
Male,38,Yes,Artist,1.0,Low,1.0,A
Male,80,No,Artist,1.0,Low,2.0,A
Male,61,Yes,Entertainment,9.0,Average,2.0,C
Male,29,Yes,Healthcare,5.0,Low,4.0,D
Female,23,No,Healthcare,1.0,Low,4.0,D
Female,83,No,Lawyer,1.0,Low,1.0,D
Male,37,Yes,Entertainment,0.0,Average,3.0,B
Male,35,No,Artist,0.0,Low,6.0,C
Male,41,Yes,Doctor,9.0,Average,2.0,B
Male,81,No,Entertainment,1.0,Low,1.0,A
Female,58,Yes,Homemaker,2.0,Low,1.0,C
Female,38,No,Engineer,8.0,Low,1.0,A
Male,18,No,Doctor,10.0,Low,2.0,D
Male,37,Yes,Artist,1.0,Low,4.0,B
Male,43,No,Artist,4.0,Average,2.0,C
Female,36,Yes,Doctor,4.0,Low,1.0,B
Female,76,Yes,Lawyer,0.0,High,2.0,A
Male,33,No,Entertainment,14.0,Low,1.0,D
Male,43,No,Executive,1.0,High,5.0,B
Male,47,No,Executive,1.0,High,7.0,D
Male,81,No,Lawyer,8.0,Low,2.0,B
Male,27,Yes,Artist,10.0,Low,3.0,D
Male,29,No,Entertainment,1.0,Low,5.0,D
Female,38,Yes,Doctor,4.0,Low,3.0,A
Male,37,Yes,Executive,0.0,Average,5.0,B
Male,47,No,Entertainment,1.0,Low,1.0,A
Male,51,No,Entertainment,1.0,Average,5.0,D
Female,86,No,Lawyer,1.0,High,2.0,A
Female,56,Yes,Entertainment,1.0,Average,2.0,A
Male,59,Yes,Artist,3.0,Average,2.0,B
Male,33,Yes,Doctor,0.0,Average,2.0,B
Female,32,No,Entertainment,3.0,Low,6.0,D
Male,26,No,Artist,3.0,Low,2.0,A
Male,70,Yes,Artist,1.0,Low,2.0,B
Male,30,No,Executive,5.0,High,4.0,A
Male,37,No,Executive,9.0,High,6.0,D
Female,30,Yes,Doctor,0.0,Low,9.0,A
Female,23,No,Doctor,0.0,Low,3.0,C
Female,42,Yes,Artist,0.0,Low,2.0,B
Male,48,No,Executive,1.0,High,4.0,B
Male,28,Yes,Healthcare,0.0,Low,7.0,C
Female,65,Yes,Artist,3.0,Average,2.0,C
Female,28,No,Doctor,0.0,Low,5.0,A
Male,18,No,Healthcare,1.0,Low,4.0,D
Male,35,Yes,Artist,4.0,Average,2.0,C
Female,27,No,Engineer,1.0,Low,1.0,A
Male,68,Yes,Entertainment,0.0,Low,3.0,A
Male,52,No,Engineer,0.0,Average,6.0,B
Male,20,No,Healthcare,5.0,Low,5.0,D
Male,35,Yes,Artist,7.0,Low,3.0,D
Female,21,Yes,Healthcare,0.0,Low,4.0,D
Female,42,No,Entertainment,1.0,Low,3.0,A
Female,50,Yes,Artist,0.0,Average,2.0,C
Female,32,No,Artist,1.0,Low,6.0,D
Male,19,No,Healthcare,8.0,Low,5.0,D
Male,22,No,Healthcare,0.0,Low,4.0,D
Male,27,Yes,Healthcare,1.0,Low,3.0,C
Male,22,No,Healthcare,0.0,Low,4.0,D
Female,55,Yes,Artist,1.0,Average,3.0,B
Female,22,No,Lawyer,8.0,Low,1.0,D
Female,46,Yes,Artist,1.0,Low,1.0,B
Male,65,Yes,Entertainment,3.0,Low,3.0,C
Female,18,No,Healthcare,0.0,Low,4.0,D
Female,53,Yes,Artist,2.0,Average,4.0,C
Male,59,No,Executive,0.0,Low,5.0,B
Female,32,Yes,Healthcare,8.0,Low,3.0,D
Male,39,Yes,Artist,1.0,Average,3.0,B
Male,88,No,Artist,7.0,Low,1.0,D
Male,61,Yes,Executive,9.0,High,3.0,C
Male,21,No,Healthcare,1.0,Low,4.0,D
Male,31,Yes,Healthcare,1.0,Low,4.0,D
Male,58,Yes,Artist,1.0,Average,4.0,C
Female,27,Yes,Marketing,3.0,Low,3.0,D
Female,51,Yes,Engineer,1.0,Average,2.0,C
Female,48,Yes,Engineer,0.0,High,4.0,B
Male,25,Yes,Executive,3.0,Low,3.0,D
Male,89,No,Executive,0.0,High,2.0,A
Female,40,Yes,Artist,6.0,Low,1.0,C
Male,56,Yes,Artist,2.0,Low,1.0,B
Male,36,Yes,Entertainment,9.0,High,3.0,B
Female,38,Yes,Doctor,5.0,Low,5.0,A
Male,47,Yes,Entertainment,1.0,Low,4.0,C
Male,61,Yes,Artist,1.0,Average,4.0,C
Male,89,Yes,Lawyer,0.0,High,2.0,C
Male,55,No,Homemaker,2.0,Low,1.0,A
Female,43,Yes,Artist,4.0,Average,2.0,A
Male,28,No,Doctor,10.0,Low,3.0,C
Male,42,No,Entertainment,0.0,Average,4.0,B
Male,59,Yes,Artist,1.0,Low,1.0,B
Male,43,Yes,Doctor,14.0,Low,2.0,A
Female,42,Yes,Marketing,10.0,Low,3.0,D
Male,29,No,Entertainment,7.0,Average,2.0,D
Female,21,No,Healthcare,8.0,Low,7.0,D
Male,41,Yes,Entertainment,7.0,Low,2.0,D
Male,48,Yes,Doctor,0.0,Average,3.0,A
Male,31,No,Healthcare,1.0,Low,4.0,C
Male,26,Yes,Doctor,4.0,Low,3.0,A
Female,18,No,Healthcare,0.0,Low,5.0,D
Male,42,Yes,Executive,1.0,High,3.0,C
Female,52,No,Engineer,9.0,Average,5.0,B
Female,50,Yes,Artist,4.0,Average,2.0,C
Male,71,Yes,Executive,0.0,High,3.0,A
Female,59,No,Entertainment,8.0,Average,2.0,B
Female,85,Yes,Lawyer,0.0,High,2.0,A
Male,29,No,Executive,1.0,High,3.0,D
Male,43,No,Executive,4.0,Average,5.0,A
Female,52,Yes,Artist,1.0,Low,1.0,A
Female,59,Yes,Doctor,0.0,Low,4.0,B
Female,23,No,Healthcare,1.0,Low,3.0,D
Female,39,Yes,Artist,0.0,Low,1.0,B
Male,39,Yes,Entertainment,1.0,Average,2.0,B
Female,46,Yes,Entertainment,5.0,Low,2.0,A
Male,33,No,Marketing,0.0,Low,4.0,C
Male,53,Yes,Executive,0.0,High,4.0,C
Female,62,Yes,Artist,1.0,Low,1.0,B
Male,46,Yes,Artist,1.0,Average,5.0,C
Male,40,Yes,Artist,0.0,Average,2.0,C
Male,62,Yes,Entertainment,1.0,Low,4.0,C
Female,25,No,Artist,1.0,Low,3.0,C
Male,22,No,Marketing,3.0,Low,6.0,D
Female,47,Yes,Artist,1.0,High,6.0,B
Male,68,Yes,Artist,0.0,High,2.0,B
Male,25,No,Entertainment,5.0,Low,2.0,D
Male,27,No,Executive,0.0,Low,6.0,D
Male,38,Yes,Entertainment,2.0,Average,3.0,B
Female,46,No,Artist,5.0,Low,5.0,C
Female,37,Yes,Artist,1.0,Low,2.0,C
Female,41,Yes,Artist,0.0,Average,2.0,C
Female,29,No,Artist,1.0,Low,1.0,A
Female,19,No,Entertainment,1.0,Low,5.0,D
Male,82,No,Executive,1.0,High,2.0,D
Female,48,Yes,Doctor,1.0,Low,1.0,D
Male,67,Yes,Artist,1.0,High,2.0,B
Female,77,Yes,Lawyer,0.0,High,2.0,B
Male,61,Yes,Artist,0.0,Low,1.0,B
Male,46,Yes,Artist,0.0,Average,5.0,B
Male,39,Yes,Artist,0.0,Average,3.0,C
Female,89,Yes,Artist,0.0,High,3.0,C
Female,47,Yes,Engineer,0.0,Average,2.0,A
Female,22,No,Healthcare,0.0,Low,3.0,D
Female,42,Yes,Artist,7.0,Low,3.0,C
Male,69,Yes,Artist,0.0,High,2.0,C
Female,30,Yes,Entertainment,0.0,Low,5.0,D
Male,39,No,Executive,12.0,High,7.0,B
Male,27,No,Artist,1.0,Low,1.0,D
Male,30,No,Engineer,1.0,Average,3.0,A
Male,47,Yes,Executive,7.0,High,4.0,C
Female,81,No,Lawyer,0.0,High,2.0,B
Male,42,No,Doctor,0.0,Average,3.0,B
Female,43,Yes,Artist,1.0,Low,1.0,B
Female,31,No,Entertainment,11.0,Low,5.0,D
Female,39,Yes,Artist,8.0,Average,3.0,B
Female,57,Yes,Artist,0.0,Average,4.0,C
Female,31,No,Healthcare,0.0,Low,3.0,B
Female,28,Yes,Engineer,1.0,Low,6.0,A
Male,58,Yes,Artist,0.0,Average,2.0,B
Male,71,Yes,Lawyer,0.0,High,2.0,C
Female,36,Yes,Homemaker,0.0,Average,2.0,B
Female,43,Yes,Artist,1.0,Low,3.0,A
Male,69,Yes,Artist,1.0,Low,2.0,B
Male,77,Yes,Lawyer,0.0,Low,1.0,A
Male,50,Yes,Artist,1.0,Average,4.0,C
Female,50,Yes,Artist,1.0,Average,4.0,B
Female,40,Yes,Healthcare,6.0,Low,2.0,D
Female,43,Yes,Engineer,9.0,Average,2.0,C
Female,65,Yes,Lawyer,0.0,High,3.0,C
Female,46,Yes,Artist,0.0,Average,4.0,B
Male,35,No,Entertainment,1.0,Average,4.0,B
Female,86,No,Lawyer,0.0,High,2.0,A
Male,63,No,Entertainment,7.0,Low,1.0,A
Female,40,Yes,Artist,9.0,Average,5.0,B
Female,55,Yes,Artist,10.0,Low,1.0,B
Male,37,Yes,Healthcare,1.0,Low,4.0,B
Male,31,Yes,Artist,0.0,Low,1.0,B
Male,28,Yes,Healthcare,4.0,Low,4.0,D
Female,48,Yes,Engineer,1.0,High,3.0,B
Male,57,Yes,Artist,1.0,Average,5.0,C
Male,81,Yes,Lawyer,1.0,Low,1.0,B
Female,21,No,Marketing,1.0,Low,8.0,C
Female,33,Yes,Healthcare,1.0,Low,2.0,C
Male,38,Yes,Artist,0.0,Low,2.0,B
Female,33,Yes,Artist,10.0,Low,1.0,A
Male,38,Yes,Artist,8.0,Average,2.0,B
Female,39,Yes,Artist,1.0,Average,4.0,A
Female,59,Yes,Artist,0.0,High,2.0,C
Male,80,Yes,Lawyer,1.0,Low,1.0,C
Male,42,No,Entertainment,6.0,Low,3.0,B
Male,75,Yes,Lawyer,2.0,Low,1.0,D
Female,29,No,Engineer,9.0,Low,2.0,A
Female,33,Yes,Engineer,1.0,Low,2.0,A
Female,63,Yes,Artist,1.0,Low,2.0,B
Male,33,Yes,Entertainment,9.0,Low,6.0,D
Male,22,No,Healthcare,8.0,Low,4.0,D
Male,36,Yes,Artist,8.0,Average,2.0,C
Female,53,Yes,Artist,0.0,Average,3.0,C
Male,35,Yes,Entertainment,6.0,Low,5.0,D
Female,29,Yes,Healthcare,6.0,Average,2.0,A
Female,31,Yes,Healthcare,0.0,Low,1.0,D
Male,38,Yes,Artist,0.0,Low,4.0,A
Male,22,No,Healthcare,9.0,Low,8.0,D
Female,57,Yes,Artist,1.0,Average,3.0,C
Female,42,No,Engineer,1.0,Average,6.0,B
Female,77,Yes,Lawyer,6.0,High,2.0,B
Male,79,Yes,Lawyer,1.0,High,2.0,C
Male,53,Yes,Healthcare,3.0,High,4.0,B
Female,42,Yes,Artist,1.0,Low,2.0,A
Female,72,Yes,Artist,1.0,Low,2.0,B
Male,71,No,Executive,1.0,Average,2.0,C
Female,25,No,Engineer,9.0,Low,1.0,D
Male,61,Yes,Executive,0.0,Low,3.0,D
Male,48,Yes,Doctor,5.0,Average,3.0,B
Female,28,No,Healthcare,0.0,Low,4.0,D
Female,43,Yes,Entertainment,0.0,Average,2.0,C
Male,82,Yes,Lawyer,0.0,High,2.0,B
Male,40,Yes,Artist,14.0,Low,1.0,A
Male,32,No,Healthcare,9.0,Low,3.0,D
Female,21,No,Healthcare,3.0,Low,2.0,D
Female,28,No,Entertainment,10.0,Low,2.0,D
Male,43,Yes,Artist,3.0,Average,3.0,C
Female,38,No,Engineer,0.0,Average,5.0,A
Male,63,Yes,Artist,5.0,Average,4.0,C
Male,25,Yes,Artist,3.0,Average,2.0,B
Male,41,Yes,Artist,8.0,Average,3.0,A
Male,37,Yes,Artist,1.0,Average,3.0,C
Female,57,No,Engineer,0.0,Low,1.0,B
Male,86,Yes,Healthcare,0.0,Low,1.0,D
Male,56,No,Executive,1.0,High,8.0,A
Female,27,Yes,Homemaker,9.0,Low,1.0,D
Male,70,No,Executive,1.0,High,2.0,A
Female,22,No,Healthcare,8.0,Low,4.0,D
Male,35,Yes,Doctor,5.0,High,2.0,D
Male,31,No,Healthcare,2.0,Low,2.0,A
Male,40,Yes,Artist,1.0,Average,4.0,C
Female,43,Yes,Artist,0.0,Low,2.0,C
Female,38,No,Engineer,9.0,Low,2.0,A
Female,28,No,Entertainment,1.0,Low,4.0,D
Female,48,Yes,Artist,1.0,Low,1.0,B
Female,41,Yes,Artist,8.0,Average,2.0,C
Female,29,No,Healthcare,0.0,Low,3.0,C
Male,45,No,Artist,1.0,Average,3.0,A
Female,41,Yes,Entertainment,5.0,Low,2.0,D
Female,28,No,Homemaker,9.0,High,3.0,A
Female,69,Yes,Lawyer,1.0,High,2.0,B
Male,53,Yes,Artist,1.0,Average,3.0,C
Female,81,Yes,Lawyer,1.0,High,2.0,C
Male,48,Yes,Doctor,9.0,Average,5.0,C
Female,45,Yes,Artist,8.0,Average,2.0,C
Male,57,No,Entertainment,0.0,High,3.0,D
Male,27,No,Entertainment,0.0,Low,3.0,A
Female,27,Yes,Entertainment,8.0,Low,3.0,D
Male,30,Yes,Healthcare,1.0,High,2.0,B
Female,21,No,Healthcare,1.0,Low,4.0,D
Male,38,Yes,Entertainment,1.0,Low,2.0,D
Male,57,No,Marketing,1.0,High,3.0,A
Female,78,Yes,Lawyer,1.0,High,2.0,C
Female,46,Yes,Homemaker,8.0,Average,3.0,C
Male,75,No,Executive,1.0,High,2.0,C
Female,52,Yes,Engineer,4.0,Low,1.0,B
Female,25,No,Homemaker,0.0,Low,3.0,C
Male,31,Yes,Healthcare,2.0,Low,2.0,D
Female,18,No,Healthcare,1.0,Low,4.0,D
Female,59,Yes,Artist,3.0,High,5.0,B
Male,39,Yes,Artist,0.0,Average,2.0,C
Female,25,Yes,Artist,9.0,Low,1.0,B
Female,47,No,Artist,7.0,Low,1.0,C
Male,32,Yes,Entertainment,1.0,Low,2.0,A
Female,38,No,Doctor,1.0,Average,2.0,D
Male,52,Yes,Artist,3.0,Average,4.0,C
Male,21,No,Healthcare,0.0,Low,6.0,D
Male,70,No,Lawyer,0.0,Low,1.0,B
Male,31,No,Healthcare,8.0,Low,4.0,D
Female,23,No,Doctor,0.0,Low,4.0,C
Male,33,No,Marketing,1.0,Low,3.0,D
Female,77,Yes,Lawyer,1.0,High,2.0,A
Female,42,Yes,Engineer,8.0,Low,2.0,D
Male,73,Yes,Healthcare,1.0,Average,3.0,C
Female,40,Yes,Engineer,1.0,Average,6.0,B
Female,33,Yes,Artist,0.0,Low,3.0,A
Male,18,No,Healthcare,0.0,Low,3.0,D
Male,59,Yes,Artist,1.0,Low,2.0,B
Female,32,No,Healthcare,8.0,Low,4.0,D
Female,46,Yes,Artist,1.0,Low,1.0,B
Male,53,Yes,Entertainment,1.0,Low,3.0,A
Male,41,Yes,Artist,1.0,Average,3.0,B
Male,21,No,Healthcare,1.0,Low,3.0,D
Male,62,No,Executive,0.0,High,2.0,B
Female,58,Yes,Engineer,1.0,Low,1.0,A
Male,36,Yes,Artist,4.0,Low,1.0,A
Female,28,Yes,Entertainment,0.0,Low,2.0,D
Female,47,Yes,Doctor,1.0,Average,4.0,C
Female,46,Yes,Artist,0.0,High,4.0,C
Male,49,Yes,Artist,0.0,Average,2.0,C
Male,33,No,Healthcare,0.0,Low,5.0,C
Female,49,Yes,Homemaker,8.0,Average,2.0,C
Male,25,Yes,Artist,9.0,Low,4.0,D
Male,80,Yes,Executive,3.0,Low,1.0,B
Male,36,Yes,Healthcare,8.0,Low,4.0,A
Male,26,No,Engineer,7.0,Low,1.0,D
Female,45,No,Doctor,1.0,Low,1.0,B
Female,69,Yes,Artist,0.0,Low,2.0,C
Male,53,Yes,Entertainment,1.0,Average,4.0,D
Male,41,Yes,Artist,8.0,High,2.0,A
Male,43,No,Executive,1.0,Low,4.0,A
Female,51,Yes,Artist,1.0,Average,2.0,C
Male,45,Yes,Artist,1.0,Average,6.0,C
Male,50,Yes,Executive,4.0,High,3.0,C
Male,57,Yes,Doctor,0.0,Average,4.0,C
Male,70,Yes,Lawyer,3.0,High,2.0,D
Female,59,No,Artist,1.0,Low,3.0,C
Female,30,Yes,Healthcare,0.0,Low,5.0,D
Male,40,Yes,Artist,7.0,Low,1.0,A
Male,74,No,Lawyer,0.0,Low,1.0,D
Male,33,No,Marketing,0.0,Low,3.0,D
Female,63,Yes,Marketing,2.0,Low,1.0,D
Female,60,No,Lawyer,1.0,Average,3.0,B
Male,31,Yes,Doctor,3.0,Low,4.0,C
Female,28,Yes,Homemaker,9.0,Average,2.0,B
Female,37,No,Entertainment,1.0,Average,2.0,D
Male,70,No,Lawyer,0.0,High,2.0,B
Male,78,No,Entertainment,0.0,Low,2.0,D
Female,38,Yes,Artist,8.0,Low,8.0,B
Male,19,No,Entertainment,0.0,Low,3.0,C
Female,28,No,Doctor,9.0,Low,1.0,A
Female,73,No,Executive,0.0,Low,3.0,B
Male,84,No,Lawyer,1.0,High,2.0,A
Male,21,No,Healthcare,7.0,Low,4.0,D
Male,79,No,Lawyer,0.0,High,2.0,B
Male,42,Yes,Artist,0.0,Average,3.0,B
Male,55,Yes,Homemaker,0.0,Low,4.0,B
Male,41,Yes,Artist,0.0,Low,2.0,A
Male,72,Yes,Executive,1.0,High,4.0,C
Male,56,Yes,Artist,0.0,Low,2.0,B
Male,83,No,Executive,0.0,Low,7.0,D
Male,48,Yes,Artist,1.0,Average,2.0,B
Female,47,Yes,Doctor,1.0,Average,2.0,A
Female,47,Yes,Doctor,1.0,Average,2.0,B
Female,83,No,Lawyer,1.0,High,2.0,C
Female,38,No,Engineer,1.0,Low,1.0,A
Male,29,Yes,Healthcare,3.0,Low,3.0,D
Male,50,Yes,Entertainment,0.0,Average,4.0,B
Female,52,No,Engineer,6.0,Average,4.0,B
Male,33,Yes,Entertainment,1.0,Low,8.0,C
Male,36,No,Executive,1.0,High,6.0,D
Male,65,No,Entertainment,7.0,Average,4.0,D
Female,25,No,Marketing,1.0,Low,9.0,D
Male,27,No,Entertainment,4.0,Low,4.0,B
Male,22,No,Doctor,1.0,Low,4.0,A
Male,51,No,Engineer,0.0,Average,3.0,D
Female,42,Yes,Entertainment,1.0,Low,1.0,D
Female,23,No,Healthcare,1.0,Low,3.0,D
Male,80,Yes,Lawyer,0.0,High,2.0,C
Female,40,Yes,Entertainment,12.0,Low,6.0,A
Female,48,Yes,Artist,0.0,Average,2.0,C
Female,55,Yes,Artist,3.0,Low,1.0,A
Male,36,Yes,Entertainment,1.0,Low,3.0,A
Male,41,Yes,Artist,12.0,Average,2.0,B
Female,32,Yes,Artist,0.0,Low,3.0,B
Male,37,Yes,Entertainment,8.0,Average,2.0,D
Male,30,No,Healthcare,0.0,Low,2.0,B
Female,79,Yes,Lawyer,1.0,Low,1.0,C
Male,65,Yes,Artist,0.0,Average,4.0,B
Male,49,Yes,Executive,0.0,High,4.0,A
Male,53,Yes,Artist,1.0,Average,4.0,C
Male,20,No,Healthcare,8.0,Low,5.0,D
Female,78,No,Lawyer,1.0,High,2.0,B
Male,32,Yes,Doctor,6.0,Low,5.0,D
Male,23,No,Healthcare,3.0,Low,2.0,D
Female,40,Yes,Artist,1.0,Average,2.0,C
Female,30,No,Engineer,0.0,Low,3.0,B
Male,45,Yes,Entertainment,0.0,Low,4.0,C
Male,25,No,Healthcare,1.0,Average,2.0,D
Female,20,No,Healthcare,0.0,Low,4.0,D
Female,27,Yes,Healthcare,1.0,Low,3.0,D
Male,19,No,Healthcare,0.0,Low,3.0,D
Female,26,Yes,Healthcare,0.0,Low,4.0,A
Male,55,No,Artist,0.0,Average,2.0,C
Female,41,No,Engineer,8.0,Average,3.0,C
Male,25,No,Healthcare,0.0,Low,4.0,D
Female,67,Yes,Artist,1.0,Average,2.0,B
Male,87,Yes,Lawyer,0.0,Low,1.0,B
Male,26,No,Doctor,9.0,Low,6.0,D
Female,37,Yes,Artist,4.0,Low,1.0,A
Male,42,Yes,Doctor,1.0,Low,1.0,A
Female,31,Yes,Healthcare,6.0,Low,4.0,D
Female,20,No,Healthcare,0.0,Low,3.0,D
Female,88,Yes,Lawyer,0.0,Low,1.0,D
Male,33,Yes,Healthcare,8.0,Low,4.0,D
Female,55,Yes,Artist,1.0,Low,1.0,A
Male,22,No,Healthcare,1.0,Low,3.0,D
Female,39,Yes,Engineer,1.0,Low,3.0,B
Male,62,Yes,Artist,0.0,Low,3.0,C
Female,37,No,Homemaker,13.0,Average,3.0,A
Female,26,Yes,Homemaker,9.0,Low,1.0,D
Male,27,Yes,Artist,9.0,Low,2.0,D
Male,29,Yes,Healthcare,1.0,Low,4.0,D
Female,31,Yes,Entertainment,1.0,Low,1.0,B
Male,40,Yes,Entertainment,9.0,Average,5.0,B
Male,56,Yes,Entertainment,0.0,Low,2.0,C
Female,45,Yes,Artist,1.0,High,5.0,C
Female,40,Yes,Entertainment,5.0,Low,1.0,A
Male,30,Yes,Healthcare,9.0,Low,3.0,D
Male,23,No,Healthcare,1.0,Low,4.0,D
Male,46,Yes,Artist,0.0,Low,2.0,C
Female,39,Yes,Healthcare,8.0,High,2.0,D
Female,65,No,Lawyer,0.0,High,9.0,A
Male,40,Yes,Artist,0.0,Low,1.0,B
Female,18,No,Healthcare,3.0,Low,4.0,D
Male,73,Yes,Executive,1.0,High,2.0,B
Female,50,Yes,Artist,1.0,Average,3.0,C
Male,38,Yes,Artist,4.0,Average,3.0,B
Male,18,No,Healthcare,0.0,Low,5.0,D
Male,19,No,Healthcare,0.0,Low,4.0,D
Female,26,No,Engineer,5.0,Low,2.0,A
Male,58,Yes,Artist,7.0,Low,2.0,B
Female,28,Yes,Artist,1.0,Low,2.0,C
Female,53,Yes,Artist,1.0,Average,2.0,C
Male,18,No,Doctor,4.0,Low,2.0,A
Male,49,Yes,Entertainment,7.0,Average,4.0,C
Male,19,No,Healthcare,0.0,Low,3.0,D
Male,20,No,Doctor,0.0,Low,4.0,D
Male,55,Yes,Artist,2.0,Low,2.0,B
Female,32,Yes,Engineer,0.0,Low,3.0,D
Male,27,No,Healthcare,10.0,Low,4.0,C
Male,72,Yes,Executive,1.0,High,5.0,A
Female,59,Yes,Artist,1.0,Low,1.0,C
Female,35,Yes,Artist,0.0,Low,3.0,A
Female,32,Yes,Engineer,9.0,Low,1.0,A
Female,28,Yes,Healthcare,10.0,High,2.0,D
Male,19,No,Entertainment,1.0,Low,2.0,A
Male,52,Yes,Artist,2.0,High,1.0,D
Male,29,No,Doctor,1.0,Low,3.0,D
Female,51,Yes,Homemaker,12.0,Average,4.0,B
Male,27,Yes,Healthcare,1.0,Low,5.0,D
Female,47,Yes,Entertainment,0.0,Low,1.0,A
Male,61,No,Entertainment,1.0,Low,1.0,A
Female,75,No,Lawyer,0.0,High,2.0,D
Male,19,No,Healthcare,1.0,Low,1.0,D
Male,48,Yes,Artist,0.0,Average,2.0,C
Male,59,Yes,Artist,3.0,Average,2.0,B
Male,42,No,Homemaker,8.0,Low,1.0,A
Female,86,Yes,Lawyer,1.0,Low,1.0,A
Male,33,Yes,Entertainment,9.0,Low,4.0,C
Male,49,No,Executive,3.0,High,5.0,B
Male,23,No,Doctor,1.0,Low,5.0,D
Male,35,No,Doctor,1.0,Low,3.0,D
Male,37,Yes,Artist,2.0,Average,2.0,C
Male,43,Yes,Entertainment,7.0,Low,2.0,A
Male,50,No,Engineer,1.0,Low,2.0,D
Female,50,No,Engineer,1.0,Low,1.0,A
Female,20,No,Healthcare,8.0,Low,3.0,D
Female,31,No,Homemaker,9.0,Average,2.0,A
Female,31,Yes,Healthcare,9.0,Low,3.0,A
Male,41,No,Executive,1.0,Average,5.0,B
Male,84,No,Lawyer,1.0,Low,1.0,A
Female,23,No,Healthcare,0.0,Low,4.0,D
Female,69,No,Lawyer,0.0,Low,1.0,D
Female,68,Yes,Artist,4.0,Low,2.0,B
Female,30,No,Healthcare,8.0,Low,4.0,B
Female,26,Yes,Doctor,1.0,Low,1.0,D
Female,36,Yes,Artist,1.0,Low,1.0,C
Male,18,No,Entertainment,0.0,Low,5.0,C
Male,30,Yes,Healthcare,8.0,Low,4.0,D
Female,46,Yes,Artist,9.0,Low,1.0,B
Male,19,No,Healthcare,2.0,Low,5.0,D
Male,33,Yes,Entertainment,0.0,Low,4.0,C
Female,65,Yes,Artist,13.0,Low,1.0,B
Male,26,Yes,Artist,6.0,Average,2.0,A
Female,30,Yes,Homemaker,6.0,Low,1.0,D
Female,33,Yes,Entertainment,1.0,Low,4.0,D
Female,27,Yes,Engineer,0.0,Average,4.0,A
Male,65,Yes,Artist,0.0,Average,2.0,C
Male,77,No,Lawyer,1.0,Low,2.0,D
Female,20,No,Engineer,0.0,Low,4.0,D
Female,27,Yes,Homemaker,6.0,Low,7.0,B
Female,51,Yes,Doctor,1.0,Average,4.0,B
Male,18,No,Healthcare,13.0,Low,4.0,D
Female,63,Yes,Artist,5.0,Low,1.0,C
Male,36,Yes,Engineer,1.0,Average,3.0,B
Male,43,Yes,Executive,1.0,High,4.0,B
Male,46,Yes,Executive,0.0,High,4.0,C
Male,51,Yes,Artist,0.0,Low,3.0,B
Male,43,Yes,Engineer,0.0,Low,1.0,A
Female,43,Yes,Artist,0.0,Average,2.0,C
Female,37,Yes,Entertainment,1.0,Low,1.0,A
Female,63,No,Artist,0.0,Average,5.0,C
Female,37,Yes,Entertainment,5.0,Average,2.0,B
Male,53,No,Artist,8.0,Average,3.0,B
Female,26,Yes,Healthcare,6.0,High,7.0,D
Male,40,Yes,Artist,0.0,Average,2.0,C
Male,41,Yes,Entertainment,0.0,Average,4.0,B
Male,66,Yes,Artist,2.0,Low,1.0,C
Female,37,No,Engineer,0.0,Average,5.0,B
Female,42,No,Artist,1.0,High,4.0,B
Female,38,Yes,Artist,1.0,Low,2.0,C
Female,53,No,Lawyer,1.0,Low,1.0,D
Male,33,No,Executive,5.0,Low,2.0,A
Male,19,No,Healthcare,1.0,Low,3.0,D
Male,50,Yes,Doctor,0.0,Average,8.0,C
Female,26,No,Engineer,0.0,Low,2.0,D
Male,20,No,Healthcare,1.0,Low,3.0,D
Female,53,Yes,Executive,0.0,High,4.0,C
Female,41,Yes,Artist,0.0,Average,2.0,C
Male,48,Yes,Executive,0.0,High,3.0,C
Male,56,No,Executive,0.0,High,4.0,B
Female,66,Yes,Artist,0.0,Low,1.0,D
Male,35,No,Entertainment,8.0,Average,4.0,A
Male,50,No,Entertainment,0.0,Low,2.0,A
Female,51,Yes,Artist,3.0,Low,2.0,B
Female,30,No,Healthcare,8.0,Low,3.0,D
Male,30,No,Executive,1.0,Low,4.0,D
Female,50,Yes,Artist,9.0,Low,1.0,B
Male,19,No,Healthcare,0.0,Low,5.0,D
Female,22,No,Doctor,0.0,Low,2.0,D
Female,35,Yes,Healthcare,9.0,Low,1.0,D
Female,47,Yes,Engineer,0.0,Low,4.0,B
Male,32,No,Doctor,12.0,Low,4.0,D
Male,33,No,Healthcare,11.0,High,2.0,D
Female,28,No,Healthcare,1.0,Low,4.0,B
Female,50,Yes,Healthcare,1.0,High,6.0,C
Male,53,Yes,Artist,1.0,Low,1.0,B
Female,49,Yes,Artist,1.0,Low,2.0,A
Male,72,Yes,Lawyer,1.0,Low,1.0,D
Male,60,Yes,Executive,0.0,High,3.0,B
Male,48,Yes,Artist,4.0,Low,1.0,C
Female,32,No,Healthcare,1.0,Low,4.0,D
Male,48,Yes,Entertainment,1.0,Low,2.0,A
Female,33,Yes,Entertainment,0.0,Low,1.0,B
Female,26,No,Engineer,7.0,Low,2.0,A
Female,38,Yes,Artist,1.0,Average,4.0,C
Female,56,Yes,Artist,0.0,Low,1.0,C
Female,43,Yes,Engineer,0.0,High,4.0,A
Female,51,Yes,Artist,0.0,Average,2.0,C
Female,47,Yes,Artist,7.0,Average,2.0,C
